Unofficial Results Add on #7 - Projected Outstanding Ballots 77,000      (Next Update 3/12/20 5PM or later)
Contest Name,Candidate Name,Party,Early Voting Votes,Mail Ballots Votes,Election Day Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast
"PRESIDENT OF THE UNITED STATES  GREEN","SEDINAM MOYOWASIFZA-CURRY","3","0","0","158","0","158","1862","1862","1586"
"UNITED STATES REPRESENTATIVE 49TH DISTRICT","MIKE LEVIN","7","0","0","88498","0","88498","326","326","155206"
"UNITED STATES REPRESENTATIVE 49TH DISTRICT","BRIAN MARYOTT","1","0","0","61722","0","61722","326","326","155206"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","MARISA CALDERON","7","0","0","8372","0","8372","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","AMMAR CAMPA-NAJJAR","7","0","0","61962","0","61962","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","JOSE CORTES","5","0","0","1215","0","1215","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","HELEN L. HORVATH","6","0","0","925","0","925","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","NATHAN ""NATE"" WILKINS","1","0","0","3455","0","3455","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","HENRY ALAN OTA","6","0","0","717","0","717","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","CARL DEMAIO","1","0","0","34516","0","34516","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","LUCINDA KWH JAHN","6","0","0","312","0","312","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","BRIAN W. JONES","1","0","0","18938","0","18938","375","375","173245"
"UNITED STATES REPRESENTATIVE 50TH DISTRICT","DARRELL ISSA","1","0","0","38090","0","38090","375","375","173245"
"UNITED STATES REPRESENTATIVE 51ST DISTRICT","JUAN M HIDALGO  JR","1","0","0","20549","0","20549","267","267","75713"
"UNITED STATES REPRESENTATIVE 51ST DISTRICT","JUAN C. VARGAS","7","0","0","53071","0","53071","267","267","75713"
"UNITED STATES REPRESENTATIVE 52ND DISTRICT","NANCY L. CASADY","7","0","0","30869","0","30869","435","435","219687"
"UNITED STATES REPRESENTATIVE 52ND DISTRICT","RYAN CUNNINGHAM","6","0","0","5111","0","5111","435","435","219687"
"UNITED STATES REPRESENTATIVE 52ND DISTRICT","JIM DEBELLO","1","0","0","69187","0","69187","435","435","219687"
"UNITED STATES REPRESENTATIVE 52ND DISTRICT","SCOTT PETERS","7","0","0","103569","0","103569","435","435","219687"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","FAMELA RAMOS","1","0","0","13701","0","13701","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","JOSE CABALLERO","7","0","0","2682","0","2682","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","TOM WONG","7","0","0","6181","0","6181","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","JOSEPH R. FOUNTAIN","7","0","0","3062","0","3062","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","MICHAEL PATRICK ORISTIAN","1","0","0","13730","0","13730","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","ERIC ROGER KUTNER","7","0","0","593","0","593","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","SUZETTE SANTORI","7","0","0","1291","0","1291","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","CHRIS STODDARD","1","0","0","24140","0","24140","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","ANNETTE MEZA","7","0","0","3457","0","3457","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","SARA JACOBS","7","0","0","52219","0","52219","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","JOAQUÍN VÃZQUEZ","7","0","0","2359","0","2359","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","JOHN BROOKS","7","0","0","2417","0","2417","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","FERNANDO GARCIA","6","0","0","1496","0","1496","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","JANESSA GOLDBECK","7","0","0","15326","0","15326","459","459","190842"
"UNITED STATES REPRESENTATIVE 53RD DISTRICT","GEORGETTE GÓMEZ","7","0","0","36499","0","36499","459","459","190842"
"STATE SENATOR 39TH DISTRICT","TONI ATKINS","7","0","0","189249","0","189249","605","605","288544"
"MEMBER OF THE STATE ASSEMBLY 71ST DISTRICT","LIZ ""ELIZABETH"" LAVERTU","7","0","0","40750","0","40750","285","285","113270"
"MEMBER OF THE STATE ASSEMBLY 71ST DISTRICT","RANDY VOEPEL","1","0","0","65470","0","65470","285","285","113270"
"MEMBER OF THE STATE ASSEMBLY 75TH DISTRICT","KAREN ""KATE"" SCHWARTZ","7","0","0","33964","0","33964","201","201","95392"
"MEMBER OF THE STATE ASSEMBLY 75TH DISTRICT","MARIE WALDRON","1","0","0","49827","0","49827","201","201","95392"
"MEMBER OF THE STATE ASSEMBLY 75TH DISTRICT","ROGER GARCIA","7","0","0","4481","0","4481","201","201","95392"
"MEMBER OF THE STATE ASSEMBLY 76TH DISTRICT","TASHA BOERNER HORVATH","7","0","0","70281","0","70281","249","249","130504"
"MEMBER OF THE STATE ASSEMBLY 76TH DISTRICT","MELANIE BURKHOLDER","1","0","0","53535","0","53535","249","249","130504"
"MEMBER OF THE STATE ASSEMBLY 77TH DISTRICT","JUNE YANG CUTTER","1","0","0","60186","0","60186","308","308","150468"
"MEMBER OF THE STATE ASSEMBLY 77TH DISTRICT","BRIAN MAIENSCHEIN","7","0","0","80109","0","80109","308","308","150468"
"MEMBER OF THE STATE ASSEMBLY 78TH DISTRICT","CHRIS WARD","7","0","0","63454","0","63454","304","304","146317"
"MEMBER OF THE STATE ASSEMBLY 78TH DISTRICT","SARAH DAVIS","7","0","0","28792","0","28792","304","304","146317"
"MEMBER OF THE STATE ASSEMBLY 78TH DISTRICT","MICAH PERLIN","7","0","0","18143","0","18143","304","304","146317"
"MEMBER OF THE STATE ASSEMBLY 79TH DISTRICT","SHIRLEY N. WEBER","7","0","0","65505","0","65505","288","288","108132"
"MEMBER OF THE STATE ASSEMBLY 79TH DISTRICT","CARMELITA ""C.L."" LARRABASTER","1","0","0","17079","0","17079","288","288","108132"
"MEMBER OF THE STATE ASSEMBLY 79TH DISTRICT","JOHN MOORE","1","0","0","17986","0","17986","288","288","108132"
"MEMBER OF THE STATE ASSEMBLY 80TH DISTRICT","LINCOLN PICKARD","1","0","0","6546","0","6546","227","227","70610"
"MEMBER OF THE STATE ASSEMBLY 80TH DISTRICT","JOHN J. VOGEL","1","0","0","12628","0","12628","227","227","70610"
"MEMBER OF THE STATE ASSEMBLY 80TH DISTRICT","LORENA GONZALEZ","7","0","0","47945","0","47945","227","227","70610"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","TINA RYNBERG","7","0","0","12625","0","12625","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","MARILYN RILEY","7","0","0","12317","0","12317","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","ERIN CLARK","7","0","0","11772","0","11772","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","SHARON B. COX","7","0","0","12390","0","12390","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","J. ERIC HEREFORD","7","0","0","7011","0","7011","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JAMES ELIA","7","0","0","6097","0","6097","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JUDITH K. WALTERS","7","0","0","9415","0","9415","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","TOM LEMMON","7","0","0","7632","0","7632","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","RYAN DARSEY","7","0","0","6799","0","6799","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","TIFFANY MAPLE","7","0","0","8288","0","8288","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","CHRIS PEARSON","7","0","0","7793","0","7793","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","CHRISTINA PERRY","7","0","0","13702","0","13702","285","285","37253"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","ROBERT GRAND","7","0","0","6687","0","6687","285","285","37253"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JOEL ANDERSON","1","0","0","32206","0","32206","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","STEVE ROBAK","1","0","0","8571","0","8571","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","MIKE HARRISON","1","0","0","5889","0","5889","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","FRANK I. HILLIKER","1","0","0","22931","0","22931","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","BARON T. ""BARRY"" WILLIS","1","0","0","11424","0","11424","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","CHRISTINE LA MARCA","1","0","0","6996","0","6996","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","RON NEHRING","1","0","0","9705","0","9705","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","GARY G. KREEP","1","0","0","11013","0","11013","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JIM KELLY","1","0","0","16428","0","16428","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JILL BARTO","1","0","0","6892","0","6892","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","MARK BRYAN","1","0","0","13739","0","13739","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","DAN BICKFORD","1","0","0","11886","0","11886","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","JORDAN GASCON","1","0","0","7812","0","7812","285","285","55404"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 71ST ASSEMBLY DISTRICT","DUSTIN TROTTER","1","0","0","14540","0","14540","285","285","55404"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","HEATHER ROBERTS","7","0","0","10289","0","10289","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","ANTONIO R. ROBLES","7","0","0","7229","0","7229","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","THERESA ""TERRY"" CORRALES","7","0","0","10224","0","10224","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","GLORIA R. CONEJO","7","0","0","10591","0","10591","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","ROBERT ""BOB"" J. HAMILTON","7","0","0","5964","0","5964","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","NICOLLE LEEDS","7","0","0","5272","0","5272","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","WAYNE LU","7","0","0","7081","0","7081","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","MICHAEL F. SUMMERS","7","0","0","5060","0","5060","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","VALENTINE RICHARD MACEDO","7","0","0","4043","0","4043","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","GIBHRAN JIMENEZ","7","0","0","8989","0","8989","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","VANESSA VALENZUELA","7","0","0","8522","0","8522","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","GEORGE VAN HASSELT","7","0","0","5990","0","5990","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","PAM BLAND","7","0","0","5186","0","5186","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","GARY BLAND","7","0","0","4138","0","4138","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","TIFFANY E. BOYD-HODGSON","7","0","0","7506","0","7506","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","ARMANDO J. TELLES","7","0","0","3156","0","3156","201","201","34334"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","GEORGINE TOMASI","7","0","0","9699","0","9699","201","201","34334"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","REGINA W. ROBERTS","1","0","0","21627","0","21627","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","DUNCAN FANE","1","0","0","6805","0","6805","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","LEE J. DE MEO","1","0","0","12464","0","12464","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","JENNIFER DE MEO","1","0","0","4540","0","4540","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","WILLIAM DEL PILAR","1","0","0","5360","0","5360","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","ALANA SORENSEN","1","0","0","12459","0","12459","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","MATT STOCKTON","1","0","0","14330","0","14330","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","KIMBERLY MEAD","1","0","0","17618","0","17618","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","C. BRIAN MELONAKOS","1","0","0","9583","0","9583","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","RANDY BERHOLTZ","1","0","0","11705","0","11705","201","201","41552"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 75TH ASSEMBLY DISTRICT","BRIAN TINNEY","1","0","0","7427","0","7427","201","201","41552"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","CECILY ""CESS"" RESNICK","7","0","0","12245","0","12245","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","ROBERT ""ROB"" HOWARD","7","0","0","10716","0","10716","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MEGAN LEY","7","0","0","12585","0","12585","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","BILL FOWLER","7","0","0","9968","0","9968","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","DANIEL R.F. O'DONNELL","7","0","0","6991","0","6991","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","KYLE KRAHEL","7","0","0","7875","0","7875","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MARGUERITE KEALEY","7","0","0","10334","0","10334","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","SHERI SACHS","7","0","0","13265","0","13265","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","ESTHER C. SANCHEZ","7","0","0","16515","0","16515","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","KEVIN SABELLICO","7","0","0","1902","0","1902","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","LINDA SUE SLATER","7","0","0","11702","0","11702","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","SARAH SPINKS","7","0","0","9008","0","9008","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","VALENTINE MACEDO JR.","7","0","0","8850","0","8850","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MARIE ""MARIA"" MCENEANY","7","0","0","6576","0","6576","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","DINAH POELLNITZ","7","0","0","7947","0","7947","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","KYLE BRIGHT","7","0","0","9870","0","9870","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MICHAEL BULLOCK","7","0","0","5863","0","5863","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","FRANCINE BUSBY","7","0","0","18227","0","18227","249","249","57654"
"DEMOCRATIC COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","LUKE TESLUK","7","0","0","9643","0","9643","249","249","57654"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","JUDY REES","1","0","0","14446","0","14446","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","DONNA CLEARY","1","0","0","13778","0","13778","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","THOMAS KROUSE","1","0","0","5539","0","5539","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","LESLIE SCHNEIDER","1","0","0","11127","0","11127","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","ROARKE SHANLEY","1","0","0","10208","0","10208","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","DUANE SIEGMANN","1","0","0","12739","0","12739","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","PATTI A. SIEGMANN","1","0","0","13424","0","13424","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","DENNIS A. SISNEROS","1","0","0","1627","0","1627","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MARK MUIR","1","0","0","11880","0","11880","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","MAUREEN ""MO"" MUIR","1","0","0","6125","0","6125","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","RAY PEARSON","1","0","0","7535","0","7535","249","249","44762"
"REPUBLICAN COUNTY CENTRAL COMMITTEE 76TH ASSEMBLY DISTRICT","JOSEPH PIMENTEL","1","0","0","2153","0","2153","249","249","44762"
